tqwt_minValue_dec_18,tqwt_entropy_log_dec_34,tqwt_meanValue_dec_11,tqwt_entropy_shannon_dec_16,tqwt_entropy_log_dec_35,tqwt_entropy_log_dec_14,tqwt_entropy_log_dec_26,tqwt_stdValue_dec_17,tqwt_minValue_dec_14,tqwt_entropy_log_dec_11,tqwt_entropy_log_dec_28,tqwt_maxValue_dec_16,tqwt_entropy_log_dec_32,tqwt_entropy_log_dec_12,tqwt_entropy_log_dec_13,tqwt_minValue_dec_15,tqwt_meanValue_dec_5,tqwt_entropy_log_dec_10,tqwt_kurtosisValue_dec_36,tqwt_energy_dec_17,tqwt_entropy_shannon_dec_20,tqwt_meanValue_dec_7,tqwt_stdValue_dec_16,tqwt_maxValue_dec_15,tqwt_entropy_shannon_dec_15,tqwt_maxValue_dec_18,tqwt_meanValue_dec_34,tqwt_maxValue_dec_17,tqwt_stdValue_dec_15,tqwt_maxValue_dec_14,tqwt_entropy_log_dec_33,tqwt_minValue_dec_16,mean_MFCC_3rd_coef,GNE_SNR_SEO,VFER_NSR_SEO,mean_MFCC_4th_coef,mean_MFCC_9th_coef,mean_MFCC_8th_coef,mean_MFCC_7th_coef,std_MFCC_10th_coef,mean_MFCC_2nd_coef,IMF_NSR_entropy,mean_MFCC_6th_coef,mean_MFCC_5th_coef,std_MFCC_9th_coef,class
-0.23567,-3388.8249,-6.92e-21,108.5079,-2936.5073,-95114.1928,-13169.673,0.068458,-0.06264,-216543.0103,-9151.184,0.13963,-4528.5563,-151013.5356,-114769.1752,-0.10248,-6.879999999999999e-23,-275746.9738,86.085,0.059265,142.5145,-1.7e-21,0.051328,0.11472,65.7931,0.23567,-6.67e-20,0.18868,0.034422,0.06543,-3715.2397,-0.13963,-2.2186,1306840.961,1.217,-0.65155,-0.94052,-0.33794,-0.73331,0.3023,1.5651,0.21421,-1.5655,-0.71588,0.27008,1.0
-1.1184,-3487.5643,-6.14e-20,1192.6313,-2959.4535,-69574.4991,-4134.7238,0.4798,-0.29301,-199524.058,-11057.2933,0.66931,-4491.4534,-166847.1967,-101869.3306,-0.48919,-7.220000000000001e-21,-200979.6825,42.7546,0.25611,554.5078,4.11e-20,0.2753,0.46527,645.659,1.1351,-2.21e-19,0.92808,0.14952,0.28903,-3904.2972,-0.70277,2.1169,1650667.625,1.2527,-1.4203,0.092072,1.4502,-0.38321,0.28855,-0.44729,0.13662,-2.2937,-2.7488,0.26038,1.0
-1.1765,-3537.0701,-2.05e-20,1443.7527,-2842.7066,-66651.793,-4824.6341,0.56289,-0.3671,-198043.5529,-10578.1317,0.82836,-4505.8588,-173557.412,-103998.9956,-0.51412,-9.54e-21,-202727.5854,3.3989,0.30247,521.2917,1.0600000000000001e-21,0.341,0.65782,816.1093,1.1965,9.480000000000001e-21,1.0873,0.17418,0.53794,-3931.2854,-0.81915,1.9484,1466124.527,1.286,-1.4095,-0.1277,1.4671,-0.10383,0.24812,-0.54052,0.13114,-3.1747,-2.6333,0.22643,1.0
-1.0709,-3262.7771,-3.54e-20,837.6111,-2639.9176,-62475.5398,-3288.044,0.31797,-0.26157,-225291.9773,-10127.6125,0.59953,-4154.8887,-189964.05,-106101.0634,-0.4925,3.52e-21,-225314.8182,6.0579,0.10771,766.1739,-2.2e-21,0.21352,0.49847,809.0883,1.0793,-3.5e-19,0.80951,0.1741,0.26899,-3608.3039,-0.58706,3.0195,1650260.08,1.301,-1.7178,0.30234,1.225,-0.33434,0.27836,0.35469,0.13303,-2.385,-2.4965,0.24785,1.0
-1.4025,-2789.163,2.63e-20,877.1287,-2331.4294,-62815.6335,-5291.5642,0.37889,-0.38537,-184938.4235,-1819.1301,0.92496,-4326.4245,-181133.4063,-103666.2604,-0.73174,-7.460000000000001e-21,-216082.5036,3.214,0.18284,271.3435,-6.08e-21,0.24957,0.66101,902.1494,1.3724,-2.43e-19,1.1482,0.20147,0.38263,-3487.2645,-0.95893,1.5809,1485545.647,1.253,-1.8402,0.7147,2.1265,-0.43585,0.21603,0.60501,0.16509,-1.9943,-0.099108,0.23703,1.0
-1.2648,-3383.2156,1.01e-19,849.8159,-2795.0177,-66549.4583,-6460.535,0.33944,-0.3444,-210974.2061,-2681.5689,0.87591,-4454.8834,-201995.1469,-112799.3161,-0.66727,-4.4e-21,-238211.0341,5.2998,0.17554,276.5501,-9.16e-21,0.22461,0.66964,787.493,1.3271,4.47e-20,1.1258,0.17236,0.34234,-3956.2735,-0.9147,1.6914,2017335.255,1.2527,-1.8844,0.45416,1.9108,-0.61345,0.24264,0.79078,0.16543,-2.5354,-0.59973,0.19834,1.0
-1.3554,-3191.6511,2.19e-20,1048.1997,-2919.7352,-57936.1462,-6491.9745,0.47305,-0.3763,-170099.5175,-3333.299,0.85713,-4190.3215,-168620.8773,-95021.1546,-0.67821,-9.64e-22,-192926.0956,8.384,0.2876,152.6858,1.91e-20,0.26529,0.66526,914.3403,1.4794,5.46e-20,1.1708,0.19604,0.41256,-3500.2438,-0.93366,0.63258,1670929.584,1.2287,-1.713,0.95835,1.8862,-0.6922,0.24591,-0.05265,0.17895,-1.9073,-0.91766,0.28748,1.0
-0.33254,-3969.2323,-1.19e-21,221.221,-3287.7317,-73523.3641,-4754.8064,0.12054,-0.24878,-255808.7528,-10043.2809,0.29122,-5277.802,-167910.7411,-106305.7492,-0.2872,1.45e-22,-313626.3253,63.8813,0.13504,88.0075,-3.56e-21,0.086949,0.31891,252.4365,0.33254,-1.74e-20,0.37573,0.081698,0.20303,-4525.8733,-0.29122,-1.8116,1553581.909,1.491,-2.34,-1.4841,0.64768,-0.68209,0.22327,-0.44224,0.17934,-0.038336,-1.9829,0.20686,1.0
-0.40035,-3865.254,-2.19e-20,269.234,-3297.0435,-73926.8028,-4327.081,0.12616,-0.21429,-265244.001,-9767.7508,0.41531,-5330.7894,-174216.4892,-108790.5792,-0.34327,-6.12e-23,-310938.9315,14.6404,0.11491,131.3087,2.6e-20,0.1024,0.36052,274.3548,0.40035,1.21e-20,0.42786,0.089579,0.22833,-4646.5971,-0.41531,-2.6561,1864513.691,1.3192,-2.2366,-0.90572,-0.098563,-0.6274,0.16746,-2.3871,0.15666,-0.12277,-1.3121,0.16788,1.0
-0.44109,-4017.2557,6.480000000000001e-21,361.3167,-3339.7203,-71785.2935,-4497.2479,0.15494,-0.22063,-259253.4024,-10089.9619,0.45655,-5617.2327,-171780.679,-106361.5755,-0.37043,0.0,-313581.4903,18.6407,0.15415,122.8523,3.9200000000000006e-21,0.12062,0.37462,329.1336,0.44109,6.0700000000000005e-21,0.48728,0.099214,0.22326,-4919.0453,-0.45655,-1.8326,1527601.202,1.4808,-2.1366,-0.78019,0.26234,-0.13034,0.29615,0.99003,0.17925,-1.1917,-2.42,0.51178,1.0
-0.54853,-1947.9408,-3.21e-20,263.3412,-1595.8579,-75300.7061,-226.9369,0.10874,-0.20695,-215823.0744,-1407.9729,0.36357,-2347.5317,-188640.3771,-115435.3611,-0.35738,3.4300000000000004e-21,-232755.2918,2.7863,0.011018,437.3763,6.99e-20,0.091456,0.31208,339.0509,0.52462,-5.97e-19,0.46309,0.094846,0.22015,-2087.6801,-0.37379,0.61566,1384356.074,1.321,-1.1159,-0.19991,-0.53946,-0.50219,0.17046,-0.47292,0.13672,-1.2211,-0.29104,0.14062,1.0
-0.42444,-2282.6961,-2.87e-20,118.7965,-1896.4766,-82524.0915,-643.4142,0.075545,-0.10193,-235485.1948,-877.9779,0.17054,-3199.4762,-203667.8908,-124700.8178,-0.16642,1.4700000000000001e-21,-257055.5362,3.7505,0.005521,477.968,-1.0100000000000002e-21,0.055507,0.16528,171.5676,0.42105,4.97e-19,0.24078,0.061092,0.10151,-2733.1991,-0.18285,0.17786,1564304.184,1.322,-0.59312,-0.36522,-0.74431,-0.24428,0.20139,-0.27045,0.14897,-1.705,-0.02902,0.24143,1.0
-0.57881,-2397.6831,-7.31e-22,146.3181,-1964.7575,-77334.135,-735.4323,0.088782,-0.17195,-231250.3221,-1089.9171,0.29562,-3228.2812,-195742.6527,-118372.0144,-0.26283,-5.930000000000001e-21,-250615.2261,9.5221,0.0082219,472.9142,1.0600000000000001e-21,0.065076,0.28274,226.8433,0.57335,2.43e-19,0.45154,0.073123,0.167,-2761.0494,-0.30149,0.64124,1454821.465,1.3507,-1.2048,-0.26427,-0.63723,-0.37092,0.15247,-0.99061,0.14973,-1.3438,-0.31346,0.16482,1.0
-0.72745,-3108.9313,-9.860000000000001e-21,1854.9455,-2695.7747,-56190.9662,-18632.4765,0.40069,-0.54101,-177568.3337,-11620.309,0.84315,-4809.0704,-109361.028,-70837.5787,-0.63965,-7.650000000000001e-21,-241905.9886,6.9746,0.23508,132.0239,8.81e-22,0.42435,0.6626,1263.3071,0.71748,3.34e-20,0.917,0.2531,0.54817,-3870.5903,-0.8281,-0.89341,1651498.722,1.3761,-4.8415,-0.12465,-0.70452,-0.37972,0.22504,-1.1256,0.14826,-1.1931,-1.8208,0.20648,0.0
-0.53363,-2925.7462,-3.51e-20,1880.3976,-2526.5034,-57364.3277,-17760.8654,0.43421,-0.50211,-173092.841,-11325.7548,0.92601,-4741.6669,-114591.1694,-76151.3163,-0.71498,-7.95e-21,-208804.9206,25.2181,0.24471,149.8318,1.99e-20,0.44831,0.70111,1353.5473,0.52391,-4.93e-20,0.88118,0.27602,0.48229,-3742.3431,-0.89557,-1.1991,1047494.405,1.4084,-4.6319,0.156,-0.20012,-0.83088,0.23774,-1.0357,0.15606,-1.2598,-1.3851,0.31084,0.0
-0.50199,-2750.1179,-6.72e-20,1859.7694,-2245.3996,-62602.9045,-19049.2065,0.39258,-0.40527,-192135.8821,-12079.8306,0.81029,-4799.9322,-117988.3333,-78744.5386,-0.60297,-1.03e-20,-235775.4147,4.3942,0.24617,116.1128,8.63e-21,0.42315,0.5783,1257.4538,0.49739,2.43e-19,0.80115,0.24744,0.39866,-3604.4838,-0.83944,-0.59823,1753271.053,1.3609,-4.916,-0.17631,-0.038286,-0.8152,0.16763,-1.4751,0.13937,-1.203,-1.7786,0.17208,0.0
-0.19031,-1504.8529,1.28e-20,388.5039,-1180.3386,-56885.1088,-10037.0378,0.076691,-0.49234,-187100.5705,-5732.803,0.35315,-2101.8759,-112518.8417,-72863.7376,-0.44484,-9.18e-22,-244862.3781,3.5585,0.028135,221.6438,4.4e-22,0.117,0.38141,451.6959,0.18621,1.16e-18,0.2393,0.1202,0.45862,-1754.2363,-0.37867,3.3116,1394776.728,1.2723,-2.3347,-0.16174,-1.6616,2.0753,0.34917,0.12871,0.13561,-1.8287,-0.95576,0.40718,1.0
-0.37363,-1329.586,2.39e-19,375.0074,-1310.9535,-55625.0372,-11067.7503,0.12582,-0.49024,-160093.7007,-7003.6362,0.37751,-2002.9691,-103237.3948,-70778.3577,-0.45685,-2.32e-21,-199722.8782,2.7963,0.042667,418.2878,1.81e-20,0.11675,0.43683,579.4018,0.36273,1.65e-18,0.34246,0.14122,0.52638,-1684.6945,-0.34075,3.9266,1466841.085,1.1308,-2.7509,0.35643,-1.6351,2.1775,0.36681,-1.6085,0.11371,-1.9286,-0.78242,0.4176,1.0
-0.28468,-1131.2857,-1.04e-19,307.2152,-1116.1612,-61220.5766,-11422.1626,0.08242,-0.51303,-156589.8233,-7064.4296,0.31768,-1964.254,-102795.1822,-72458.2773,-0.40756,-1.97e-21,-199580.9188,8.6385,0.029432,287.0111,3.5e-20,0.1014,0.39007,394.354,0.28285,-1.46e-19,0.26334,0.10947,0.49436,-1631.7649,-0.31125,3.6038,1336497.77,1.1432,-2.8047,0.045958,-1.7426,1.5907,0.36785,-1.0495,0.10742,-1.5746,-1.1139,0.42505,1.0
-0.35567,-3854.354,1.19e-21,259.6288,-3168.1525,-85030.2524,-4852.2109,0.12293,-0.22299,-282224.0359,-7774.7082,0.3582,-4917.0416,-196826.6041,-125786.9587,-0.2917,4.5899999999999996e-23,-332852.583,60.3044,0.1551,90.7632,-3.850000000000001e-21,0.093188,0.27889,196.2078,0.37556,-1.67e-20,0.40988,0.069023,0.22376,-4338.0575,-0.3582,0.38258,1675430.061,1.3123,-1.4904,0.92193,-0.12882,1.4278,0.30007,3.6369,0.19764,-1.135,-2.3784,0.27306,1.0
-0.41152,-3717.8489,-4.5699999999999995e-23,283.2658,-3143.214,-75718.7489,-5106.5557,0.13765,-0.2359,-277449.8875,-7759.9957,0.40259,-4994.4932,-190634.5675,-116103.5978,-0.37678,-4.74e-22,-327766.6102,6.3894,0.15272,130.8213,5.8100000000000006e-21,0.098101,0.3507,323.2225,0.41152,-1.52e-20,0.454,0.093197,0.27246,-4163.7919,-0.40259,-0.72852,1771753.983,1.3154,-1.4277,0.57049,-0.27695,1.8709,0.31035,4.4624,0.16322,-1.9594,-1.9253,0.21216,1.0
-0.36734,-3744.8203,-1.1e-20,380.066,-2988.9678,-71073.139,-6538.7477,0.15324,-0.23841,-273396.6269,-8025.6157,0.39842,-5118.368,-182339.3524,-109243.7599,-0.37472,7.34e-22,-334708.2253,30.6486,0.2125,87.1866,-1.81e-20,0.1195,0.35208,391.776,0.36734,-1.67e-20,0.45707,0.10662,0.25139,-4412.291,-0.39842,-0.39894,1732497.224,1.3627,-2.6016,0.68487,0.0328,1.0759,0.24109,3.0594,0.17953,-0.85859,-2.5051,0.31136,1.0
-0.55578,-3610.5388,1.79e-20,88.4102,-3165.1109,-94951.581,-3376.7472,0.10473,-0.081695,-249530.6655,-4428.3706,0.14693,-4482.8466,-196484.7656,-132923.5857,-0.10201,0.0,-277740.3339,89.8571,0.061982,285.7692,8.550000000000001e-21,0.045969,0.11701,67.9234,0.55578,4.85e-20,0.29999,0.035343,0.083623,-3813.208,-0.14693,0.30149,1704817.19,1.1981,0.071566,0.84483,0.36238,-0.43631,0.23876,3.3773,0.23099,-0.89059,-1.1825,0.26569,1.0
-0.36866,-3209.4101,1.17e-20,56.0895,-3035.9272,-103652.7069,-1138.7067,0.081032,-0.069988,-254535.1806,-2340.0015,0.11842,-3871.2342,-208331.8648,-146087.0089,-0.097162,-3.67e-22,-272901.1282,83.0284,0.013861,260.5932,1.41e-21,0.034673,0.093861,40.9335,0.36866,2.43e-20,0.20088,0.02605,0.065759,-3388.2345,-0.11842,1.4366,1544377.925,1.1335,0.81498,1.3256,0.32819,0.0069968,0.28186,3.8311,0.23779,-0.85616,-0.25268,0.36738,1.0
-0.3386,-3606.2292,-1.24e-20,37.3502,-2972.376,-111262.6492,-1292.0938,0.069194,-0.12957,-232125.8412,-2501.2678,0.18548,-3386.318,-220825.5241,-157553.2897,-0.13883,-9.79e-22,-260641.003,81.3718,0.01168,245.7349,8.460000000000001e-21,0.027584,0.13775,22.9041,0.3386,9.7e-20,0.25062,0.018595,0.11588,-3109.0855,-0.18548,1.6601,1582270.494,1.1281,1.0021,1.6173,0.47119,-1.2162,0.29169,3.8125,0.21707,-0.48127,-0.10191,0.31227,1.0
-0.92427,-1955.8069,2.34e-20,361.6675,-1569.356,-68558.8018,-3808.7862,0.20398,-0.88717,-173805.808,-25.9871,1.0921,-3399.3556,-160171.7994,-101447.4255,-1.1427,7.71e-21,-191644.4933,4.1423,0.043327,357.2543,3e-20,0.13387,0.94694,477.4096,0.89846,1.94e-19,0.87049,0.14223,0.81406,-2725.9674,-0.90809,2.0249,1079093.55,1.2023,-0.7407,1.5865,2.0769,-0.81879,0.21752,0.27644,0.18341,-0.63175,0.15071,0.21147,0.0
-1.1718,-2287.3232,1.07e-19,599.5162,-1828.7814,-63823.8094,-2871.4277,0.31821,-0.77165,-197299.0343,-947.7831,0.90643,-3870.6272,-151246.2721,-94482.4537,-0.90281,2.4e-20,-215879.3367,3.4554,0.11769,334.8026,-3.91e-20,0.17224,0.8475,536.009,1.0757,1.94e-19,0.96268,0.14266,0.80073,-3104.6982,-1.0568,1.4871,1463179.66,1.2177,-1.0716,1.6242,2.0194,-0.8049,0.29601,1.0906,0.19445,-0.67987,-0.77592,0.29051,0.0
-1.1976,-2239.3654,-1.68e-20,674.3533,-1848.7128,-68211.8491,-2636.0419,0.34408,-0.66352,-184779.743,-1485.3647,1.0156,-3547.7387,-162376.1239,-101504.4174,-1.0094,1.93e-20,-200315.2297,6.0101,0.14013,455.4067,-1.83e-20,0.17806,0.93106,376.2194,1.2097,2.55e-19,0.88875,0.11396,0.72397,-2838.3672,-1.0347,1.6593,1223798.281,1.2148,-1.0646,1.5625,1.7627,-1.3006,0.31711,1.3681,0.16898,-1.4102,-0.17718,0.30518,0.0
-0.38218,-2440.6456,3.36e-20,167.8603,-2152.9808,-82241.6062,-4177.7885,0.1079,-0.25365,-235920.3635,-189.4405,0.32067,-3525.1264,-178892.6749,-117472.2071,-0.31055,2.42e-21,-264989.4763,4.5606,0.013897,66.5184,1.49e-20,0.069761,0.29496,170.9348,0.3946,-1.94e-19,0.38954,0.063637,0.27237,-2710.728,-0.28791,1.6611,1600565.44,1.1377,0.36683,1.2689,1.7964,1.1015,0.29493,1.4579,0.30572,-0.19166,-0.11668,0.36614,1.0
-0.55945,-2593.2361,1.32e-20,257.0141,-2069.4712,-75136.5744,-3815.7815,0.15036,-0.29986,-219795.415,-25.4314,0.29616,-3613.8714,-171031.2765,-109146.4869,-0.34706,-5.4400000000000005e-21,-246953.9184,11.8105,0.022621,106.9924,4.4e-22,0.091571,0.31446,249.7478,0.58489,9.7e-20,0.48569,0.080522,0.25391,-3208.5552,-0.32429,1.9647,1510520.542,1.1704,0.3209,1.3845,1.8062,0.46612,0.23296,1.2428,0.24119,0.15586,-0.7537,0.24927,1.0
-0.48512,-2255.8361,-5.110000000000001e-21,116.9328,-1850.8059,-88651.6784,-4618.9696,0.088755,-0.26808,-233729.8551,505.8584,0.33531,-3061.536,-183054.7693,-123002.0154,-0.31103,6.480000000000001e-21,-265405.4897,19.025,0.0052148,59.2519,-5.39e-20,0.057703,0.34475,113.4235,0.48722,9.7e-19,0.43642,0.050706,0.26517,-2717.5236,-0.31546,2.1256,1009567.771,1.1321,0.73696,0.9212,1.8102,1.4317,0.33483,2.053,0.21725,0.0075923,-0.12791,0.43281,1.0
-0.82688,-2324.7011,2.85e-20,154.7393,-1818.1053,-71906.5046,-1564.5221,0.1277,-0.30324,-171380.1065,155.0377,0.29145,-2943.5636,-143275.7465,-107296.0629,-0.37034,-3.1800000000000004e-21,-225510.2142,7.4182,0.012906,238.0116,1e-20,0.066238,0.33776,314.6478,0.79507,-1.94e-19,0.41291,0.092286,0.29073,-2790.5644,-0.33373,1.2865,1150558.014,1.1254,-0.12161,-0.76218,0.76584,1.1585,0.26571,1.5553,0.22487,-0.93311,1.0834,0.2816,1.0
-1.292,-2551.1425,-7.42e-20,238.382,-1996.2715,-70107.1653,-2090.7133,0.18696,-0.40582,-161091.7117,-994.1578,0.40885,-2948.318,-128098.5857,-98706.354,-0.43185,-3.36e-21,-216381.7416,3.8736,0.041931,327.6984,2.78e-20,0.087956,0.3861,287.96,1.2881,-6.31e-19,0.83356,0.088947,0.35756,-2720.2474,-0.40318,0.79502,1413556.296,1.1906,-0.69014,-1.4922,0.39067,0.83765,0.30039,1.3717,0.18455,-1.1518,1.3951,0.67642,1.0
-0.77311,-2344.7777,1.7e-19,208.1412,-1898.8686,-71885.8738,0.90883,0.13369,-0.3639,-164525.9745,-983.6035,0.31545,-3003.5685,-130406.8761,-97682.418,-0.38701,3.23e-20,-209970.7627,3.2383,0.013891,128.9549,3.28e-20,0.079777,0.34932,247.0863,0.90648,3.4e-19,0.54682,0.08029,0.43414,-2793.9942,-0.32563,-0.2145,1617290.417,1.1565,0.11898,-1.0768,0.94168,1.6102,0.26117,1.4488,0.16987,-1.1413,2.1764,0.37992,1.0
-0.31353,-1935.0226,-4.02e-20,207.0629,-1519.1815,-86807.7213,-10358.0307,0.102,-0.18691,-133870.3703,-7591.2755,0.22492,-2766.4942,-117068.6952,-98986.2899,-0.1659,2.21e-20,-161040.0661,11.8537,0.089165,176.3469,-2.58e-20,0.077605,0.15838,122.6436,0.38623,-2.79e-19,0.33522,0.050038,0.1909,-2384.7793,-0.23029,2.5187,1814443.71,1.2048,-0.35058,1.8323,0.24524,-1.4616,0.33648,-0.56251,0.18757,-0.9301,-2.424,0.46095,0.0
-0.15168,-898.897,4.38e-21,234.9739,-1270.1905,-81263.1317,-9349.8447,0.064293,-0.16165,-142134.0126,-5575.3155,0.22591,-1278.4928,-129582.6594,-105786.8381,-0.19905,3.2100000000000004e-21,-145942.8999,4.9081,0.031333,65.3179,3.7e-21,0.084613,0.20008,260.9755,0.15577,-4.08e-18,0.17218,0.079483,0.16482,-736.5391,-0.22876,2.7491,2118054.135,1.2087,-0.98714,1.5139,1.4495,-2.1092,0.2476,-0.61788,0.14329,-1.1963,-1.582,0.31771,0.0
-0.25156,-1344.1761,-2.19e-20,172.5756,-919.0714,-75461.8555,-8971.2994,0.092566,-0.21417,-147789.3173,-5402.6353,0.2402,-2032.3931,-112542.9025,-85625.2918,-0.19971,1.67e-20,-199029.2908,4.3066,0.071773,91.1812,5.2e-21,0.07123,0.20051,124.5146,0.26218,-2.14e-18,0.29663,0.051297,0.22767,-1628.1492,-0.25411,2.3642,1761348.398,1.1485,-0.81129,1.9785,0.73049,-2.4106,0.26394,-0.81605,0.13516,0.27577,-0.737,0.28567,0.0
-0.49864,-3751.0241,-9.75e-21,153.4658,-3205.471,-78562.0531,-10982.1938,0.11347,-0.17851,-258239.4065,-10187.6426,0.23077,-4789.4873,-169024.9437,-109845.5151,-0.21079,1.45e-22,-284989.6742,52.2294,0.12132,147.7223,7.550000000000001e-21,0.065544,0.20024,134.9154,0.49864,-1.52e-20,0.39613,0.054303,0.17243,-4141.4652,-0.23077,-0.81895,1676945.225,1.3198,-0.87736,1.1349,1.0703,-0.86212,0.23568,0.81465,0.16705,-1.5201,-0.57444,0.19805,0.0
-0.45372,-3750.1973,6.5800000000000004e-21,239.6758,-3227.2227,-86865.1576,-11044.0252,0.14188,-0.11231,-273795.0403,-10137.3762,0.23159,-4772.3097,-181665.38,-119566.9763,-0.16311,-1.22e-22,-301687.6131,86.3375,0.17634,113.7607,-1.3e-20,0.084958,0.16,114.3309,0.45372,4.09e-20,0.38366,0.048314,0.11178,-4108.2993,-0.23159,-1.0614,1342629.544,1.2392,-0.40646,0.88232,0.96443,-0.7793,0.25859,1.0735,0.17092,-1.8626,-0.23287,0.24557,0.0
-0.45043,-3697.4053,1.3700000000000002e-21,170.7711,-3274.63,-87041.4944,-9509.7663,0.1275,-0.112,-252363.315,-10113.4731,0.20967,-4916.8636,-175290.1255,-122098.1115,-0.15447,3.48e-22,-278142.1603,14.9227,0.14233,137.611,2.15e-22,0.068662,0.15342,113.8165,0.45043,-1.52e-20,0.34887,0.048888,0.11136,-4016.6868,-0.20967,-0.7551,1666794.823,1.2846,-0.76105,1.0865,0.91061,-0.83753,0.30299,0.91332,0.17869,-1.6411,-0.31861,0.22887,0.0
-0.91252,-2751.666,2.48e-20,802.687,-2340.9334,-44697.7072,-3493.7368,0.32897,-0.58357,-188758.3111,-9612.2794,0.63395,-3744.6563,-124290.3798,-70150.1108,-0.69311,8.56e-22,-238676.1833,3.2808,0.13831,504.4185,-9.340000000000001e-21,0.21052,0.66294,1035.3056,0.85617,-1.33e-19,0.80164,0.22224,0.58497,-3213.319,-0.68687,-1.1521,1635679.276,1.4725,-1.5189,1.0095,-0.16495,0.34725,0.3466,1.5814,0.1774,-1.4234,-1.0487,0.32201,1.0
-0.79734,-2666.7326,-9.86e-20,679.8429,-2163.2826,-42375.1782,-4440.259,0.29309,-0.49547,-189051.6953,-9306.7136,0.50039,-3376.5087,-117446.9627,-65726.2293,-0.54509,2.54e-20,-227956.584,3.1717,0.12821,488.359,4.76e-21,0.17919,0.54738,1002.8899,0.78638,-3.64e-20,0.66681,0.2114,0.4849,-3011.0111,-0.49997,-0.42996,1936819.217,1.5646,-1.589,0.26731,0.13462,0.052276,0.22759,0.65281,0.16412,-1.165,-1.3578,0.23901,1.0
-1.1027,-2581.1226,-4.9300000000000006e-21,1190.4556,-2175.2834,-60111.4638,-5203.819,0.44029,-0.32105,-215417.2819,-9655.3095,0.61305,-3517.3853,-139276.813,-85422.62,-0.46123,-6.12e-22,-251905.3997,2.4896,0.21426,579.4029,-3e-21,0.26878,0.4633,777.7931,1.1811,-7.89e-20,0.90405,0.16947,0.3239,-2942.7939,-0.61009,-0.44195,1932604.843,1.415,-1.9178,0.19762,0.028398,-0.15424,0.27411,1.3503,0.18667,-1.436,-2.0955,0.22978,1.0
-0.010534,-4887.4014,1.0300000000000001e-21,0.20342,-4188.31,-175813.1965,-10578.2204,0.0021139,-0.0047158,-352805.3288,-11799.2973,0.0094301,-6117.1056,-292937.7139,-226081.8482,-0.0069038,0.0,-417737.9722,84.2961,0.020673,0.32867,-1.18e-22,0.0014997,0.0073782,0.13098,0.010534,-1.67e-20,0.01085,0.0010655,0.0040723,-5402.0359,-0.0094301,-0.77432,1480977.764,1.142,0.98959,0.62043,0.99876,-0.54293,0.2808,2.7191,0.26334,-0.7676,0.59693,0.25011,1.0
-0.043352,-4717.4916,2.33e-21,1.1392,-4081.2751,-160986.6413,-9680.7013,0.0060948,-0.0073193,-363683.672,-11674.9427,0.017846,-6046.9362,-290842.6653,-213504.817,-0.013089,1.1499999999999999e-23,-429542.9253,4.0402,0.060597,0.87194,-1.3800000000000001e-22,0.0038964,0.012652,0.75768,0.043352,-3.0300000000000003e-21,0.03243,0.0028158,0.0074915,-5391.5063,-0.017846,-0.50374,1634535.294,1.1669,0.24724,0.76861,1.2203,-0.19416,0.36652,3.3167,0.24683,-0.8306,-0.18376,0.31375,1.0
-0.033796,-4737.9492,-3.7e-21,2.847,-4195.1654,-144112.1613,-8776.8114,0.0090268,-0.016383,-357841.4803,-11802.882,0.029371,-5498.7471,-270609.6092,-192787.5933,-0.022889,2.2899999999999998e-23,-421780.4803,54.537,0.063602,2.0532,1.9600000000000003e-21,0.0064363,0.022861,1.9799,0.033796,-5.3100000000000005e-21,0.032349,0.0047794,0.014479,-4814.129,-0.029371,-0.80813,1587603.607,1.2184,-0.32272,0.75451,1.3855,-0.06546,0.34676,3.5676,0.21073,-0.9968,-0.67967,0.24377,1.0
-0.84571,-2028.2169,-5.44e-20,251.9946,-1743.5593,-84785.8506,-450.4275,0.17012,-0.24627,-210673.4104,-2549.0725,0.40212,-2147.5926,-165311.4844,-114946.7999,-0.2778,1.27e-20,-258013.9964,5.0968,0.035271,140.3436,2.96e-20,0.096357,0.28269,129.094,0.85168,-2.91e-19,0.70684,0.055615,0.28167,-1941.1605,-0.40758,-1.299,1250448.186,1.2306,-2.6417,-0.54776,1.4782,-0.015505,0.31209,0.4567,0.14206,-1.3394,-1.0023,0.51055,1.0
-0.80857,-2548.3777,-5.85e-20,321.3269,-2025.6045,-77621.7888,-1166.3594,0.18632,-0.35674,-215045.1996,-3495.2798,0.45935,-2916.9073,-159926.9103,-107489.252,-0.41149,-1.09e-20,-266360.4459,3.1986,0.062412,132.2366,5.290000000000001e-21,0.11104,0.39251,238.9801,0.78179,-9.7e-20,0.65483,0.084052,0.36925,-2828.0134,-0.4601,-1.552,1237064.578,1.2219,-3.0715,-0.87301,1.0783,-0.43935,0.24827,0.67253,0.18991,-1.6734,-0.85425,0.32901,1.0
-1.0397,-2196.8225,2.59e-20,361.7961,-1852.3275,-66442.7333,-1816.9073,0.21574,-0.52402,-215399.6434,-5446.6853,0.54977,-2510.081,-154829.9464,-97176.9619,-0.50288,4.28e-21,-266356.4871,3.9056,0.10021,166.9611,-3.8e-20,0.12185,0.4835,409.8838,0.9943,4.85e-20,0.81661,0.11583,0.40605,-2814.9993,-0.55936,-1.543,1701132.231,1.2268,-2.8992,-0.93466,1.2277,-0.45273,0.31993,0.48649,0.18183,-1.4603,-1.1007,0.27458,1.0
