tqwt_minValue_dec_18,tqwt_entropy_log_dec_34,tqwt_meanValue_dec_11,tqwt_entropy_shannon_dec_16,tqwt_entropy_log_dec_35,tqwt_entropy_log_dec_14,tqwt_entropy_log_dec_26,tqwt_stdValue_dec_17,tqwt_minValue_dec_14,tqwt_entropy_log_dec_11,tqwt_entropy_log_dec_28,tqwt_maxValue_dec_16,tqwt_entropy_log_dec_32,tqwt_entropy_log_dec_12,tqwt_entropy_log_dec_13,tqwt_minValue_dec_15,tqwt_meanValue_dec_5,tqwt_entropy_log_dec_10,tqwt_kurtosisValue_dec_36,tqwt_energy_dec_17,tqwt_entropy_shannon_dec_20,tqwt_meanValue_dec_7,tqwt_stdValue_dec_16,tqwt_maxValue_dec_15,tqwt_entropy_shannon_dec_15,tqwt_maxValue_dec_18,tqwt_meanValue_dec_34,tqwt_maxValue_dec_17,tqwt_stdValue_dec_15,tqwt_maxValue_dec_14,tqwt_entropy_log_dec_33,tqwt_minValue_dec_16,mean_MFCC_3rd_coef,GNE_SNR_SEO,VFER_NSR_SEO,mean_MFCC_4th_coef,mean_MFCC_9th_coef,mean_MFCC_8th_coef,mean_MFCC_7th_coef,std_MFCC_10th_coef,mean_MFCC_2nd_coef,IMF_NSR_entropy,mean_MFCC_6th_coef,mean_MFCC_5th_coef,std_MFCC_9th_coef,std_12th_delta_delta,app_LT_entropy_shannon_6_coef,app_LT_entropy_shannon_8_coef,std_10th_delta_delta,std_8th_delta_delta,std_10th_delta,std_9th_delta_delta,std_9th_delta,app_LT_entropy_shannon_3_coef,det_LT_entropy_log_10_coef,app_entropy_log_8_coef,app_LT_entropy_shannon_5_coef,app_entropy_log_7_coef,app_entropy_log_9_coef,app_LT_entropy_log_8_coef,app_entropy_log_10_coef,app_entropy_log_6_coef,app_LT_entropy_shannon_7_coef,app_LT_entropy_shannon_2_coef,std_12th_delta,std_8th_delta,std_6th_delta_delta,app_LT_entropy_shannon_9_coef,app_LT_entropy_shannon_4_coef,app_LT_entropy_shannon_10_coef,std_11th_delta_delta,class
-0.42531,-2256.7951,1.67e-20,418.9486,-1842.7144,-66607.4121,-2916.0533,0.17173,-0.30121,-246000.6842,-6818.3807,0.41703,-3043.535,-152402.7104,-96642.7456,-0.41154,-4.28e-21,-258049.1493,3.0523,0.047554,227.783,-4.76e-21,0.12619,0.42473,435.0178,0.42906,9.7e-20,0.42863,0.1148,0.33604,-2790.9306,-0.42453,1.4338,1723348.88,1.2383,-2.3046,0.7678,1.301,0.46561,0.28099,3.359,0.17055,-0.74181,-0.29448,0.22486,0.013703,-220747.8229,-924041.7005,0.017125,0.020183,0.036741,0.014896,0.028641,-44198.0505,-135.495,239.6426,-117536.246,244.5193,250.0398,132.7236,260.4372,248.0093,-454174.4527,-30842.3885,0.028359,0.040269,0.020712,-1992856.751,-68416.1806,-4275258.708,0.017497,1.0
-0.39091,-2278.394,-2.63e-20,351.1267,-1838.4833,-58836.6657,-2693.0591,0.16322,-0.4593,-235315.6132,-7791.9907,0.36224,-2996.5279,-138420.3116,-85214.2473,-0.44519,3.5500000000000005e-21,-266455.9285,3.9321,0.044319,243.8884,5.2e-21,0.1103,0.45299,501.3098,0.4109,0.0,0.422,0.12704,0.42946,-2668.2849,-0.36462,1.6971,1579132.056,1.1948,-2.6195,0.094081,1.0006,0.77874,0.25364,2.7227,0.17099,-0.25349,-0.18184,0.24382,0.014113,-221478.4964,-927710.8506,0.017144,0.019454,0.035169,0.012905,0.024102,-44420.4379,-103.1566,239.9069,-118030.9781,244.7735,250.3042,132.777,260.7015,248.2538,-455810.6236,-31010.8772,0.02638,0.037664,0.018815,-2000711.297,-68743.4066,-4292001.238,0.020797,1.0
-0.41177,-3726.6033,2.42e-20,317.3029,-3203.3093,-73673.0068,-9451.1504,0.16058,-0.17262,-249364.341,-6175.0289,0.24337,-4431.1439,-155267.8743,-102458.03,-0.20217,-8.789999999999999e-23,-277545.4101,2.7752,0.099916,366.4679,-1.8300000000000003e-21,0.10133,0.19707,207.6888,0.41177,1.82e-20,0.37868,0.069312,0.18185,-3965.9074,-0.24337,-0.095787,1303801.3,1.1582,-0.7393,0.8717,0.78866,-0.83549,0.25216,4.0227,0.21061,-1.2559,0.91367,0.31642,0.022065,-161951.9662,-674752.1847,0.018312,0.02277,0.035883,0.025149,0.048777,-33553.3376,-21.0026,220.111,-86925.5091,224.021,230.5146,128.4635,240.9435,226.4711,-332873.6122,-23582.845,0.040649,0.044479,0.021175,-1458638.986,-51228.7502,-3135031.582,0.017775,1.0
-0.3075,-3779.0586,4.6100000000000006e-21,318.1124,-3191.5316,-69669.1602,-9091.9996,0.12978,-0.1709,-254751.7278,-6693.0765,0.23936,-4529.6277,-159649.5562,-99385.9826,-0.20518,-1.24e-21,-330158.1575,8.5358,0.073917,357.5381,-2.42e-22,0.10317,0.21931,254.1786,0.3075,4.55e-20,0.32425,0.077657,0.17132,-4017.3869,-0.23936,0.43346,1233597.134,1.1535,-0.51013,1.0307,0.50981,-0.6064,0.253,4.4103,0.2057,-0.86169,0.85509,0.22312,0.016771,-178276.9722,-756398.3258,0.016225,0.016682,0.030743,0.015161,0.030862,-33824.6035,-42.1613,226.3812,-93570.4187,230.1417,236.7836,130.0261,247.1893,232.3673,-369794.8521,-23080.001,0.034234,0.029719,0.017654,-1633700.119,-53474.2207,-3509117.854,0.016604,1.0
-0.32564,-3746.5219,9.13e-22,426.1367,-3067.5741,-82166.3175,-8981.8783,0.14737,-0.13126,-263593.0447,-6774.4429,0.32271,-4679.7597,-172557.0039,-114885.1936,-0.19182,0.0,-345758.9687,93.142,0.11412,231.7803,-2.4700000000000002e-21,0.12368,0.1981,222.2464,0.32564,-9.1e-21,0.37354,0.072002,0.13442,-4198.497,-0.32271,0.27581,1697702.58,1.1707,-0.49765,0.46629,0.23477,-0.245,0.27867,3.9355,0.17914,-1.0409,0.40084,0.22998,0.016115,-170636.4339,-723302.1995,0.017352,0.01992,0.033998,0.015722,0.032181,-31973.6649,-51.2551,223.5699,-89200.7066,227.0069,233.9732,129.4245,244.379,229.0302,-353670.1481,-21698.4461,0.036772,0.043052,0.018588,-1562749.333,-50789.4095,-3357793.048,0.017425,1.0
-0.68548,-3619.7817,4.24e-20,435.9003,-2935.1087,-101320.4226,-13891.3718,0.17104,-0.29062,-217694.613,-10500.9683,0.45044,-5579.9532,-174976.2519,-130275.483,-0.26064,3.06e-23,-254961.4097,83.9067,0.092934,180.7762,-3.96e-21,0.13836,0.27228,231.0166,0.70168,8.79e-20,0.60815,0.078351,0.28551,-4662.7164,-0.45044,-1.5826,1738117.834,1.2994,0.32318,-0.33425,-1.0155,0.033628,0.396,0.20898,0.14962,-1.5907,-1.7153,0.52815,0.019517,-244501.8852,-1019885.674,0.027271,0.023671,0.062419,0.02758,0.070874,-48916.8571,-59.3969,251.0721,-129607.3895,256.4421,261.4713,134.0537,271.8693,260.5425,-502296.4322,-34118.2286,0.056624,0.06652,0.029139,-2197966.855,-75548.4757,-4712294.566,0.026666,1.0
-0.82013,-3539.4118,-3.51e-20,585.6995,-2900.9891,-93983.1664,-14534.0209,0.19527,-0.46599,-213679.8009,-10726.894,0.76113,-5445.6713,-167316.1086,-121290.5836,-0.63885,0.0,-252020.0785,84.7545,0.092672,146.9385,8.28e-21,0.18798,0.69843,405.6004,0.82013,3.94e-20,0.80289,0.12772,0.46289,-4540.964,-0.76113,-1.6927,1821931.711,1.2987,-0.66185,-0.28849,-0.89326,-0.80695,0.51545,0.90073,0.16441,-1.1644,-1.8064,0.47097,0.027637,-263373.774,-1106745.314,0.025507,0.024307,0.064619,0.023333,0.07236,-51963.5166,-47.7102,253.0082,-139872.8562,258.5741,263.4076,135.1544,273.8068,262.6068,-542906.2407,-36101.1221,0.067155,0.058477,0.026657,-2383726.087,-80952.2313,-5107947.996,0.022551,1.0
-0.61104,-3422.0655,7.01e-20,463.3195,-2915.6867,-97323.0017,-14138.7378,0.1632,-0.25244,-216912.5011,-10184.4942,0.48029,-5019.2509,-166882.7547,-122110.8184,-0.35943,9.79e-22,-254801.2721,93.565,0.085286,132.265,-2.0300000000000002e-21,0.14139,0.40337,273.9547,0.61104,1.21e-19,0.53387,0.088845,0.25107,-4228.2668,-0.48029,-1.8094,1480427.587,1.2902,-0.27543,-0.12832,-1.0552,-0.42358,0.46289,0.85561,0.17233,-1.37,-1.6065,0.38052,0.022092,-262300.3246,-1106713.98,0.019464,0.026202,0.049367,0.022631,0.050811,-50455.9461,-29.2204,253.1924,-138390.44,258.6842,263.5955,135.1519,273.9964,262.4328,-541864.9512,-34709.5115,0.052628,0.070744,0.024219,-2383561.012,-79368.1498,-5107453.379,0.018444,1.0
-0.71023,-3745.5011,-5.52e-20,199.0003,-3145.3931,-94448.128,-3483.0621,0.17416,-0.12908,-195085.4972,-3329.4521,0.25357,-5271.0232,-179346.6577,-128440.8518,-0.16709,0.0,-223065.0892,79.1417,0.087973,591.7721,1.42e-20,0.077172,0.17918,99.3285,0.71023,-4.7e-20,0.38078,0.046153,0.12266,-4548.1269,-0.25357,-0.83669,1550023.5,1.2405,1.0404,0.74422,1.0772,-1.2337,0.21212,1.0648,0.19701,-1.8566,-0.43889,0.26348,0.011483,-187511.9547,-787096.6588,0.012928,0.014677,0.02552,0.016974,0.041129,-37541.582,-161.5268,228.7587,-99876.3868,232.9207,239.156,130.5637,249.5532,235.7003,-386366.2066,-26155.1887,0.02333,0.031992,0.012347,-1699551.402,-58147.3933,-3649818.837,0.014351,1.0
-0.75251,-3464.7259,-8.69e-20,210.0248,-3094.1,-90750.1663,-3527.5856,0.18337,-0.13666,-194980.9318,-3214.7764,0.29659,-5093.6005,-174020.618,-122589.1588,-0.17915,-1.22e-22,-219021.6465,26.4979,0.092808,574.9289,-2.15e-20,0.080366,0.18969,102.0928,0.75251,-6.07e-20,0.43614,0.046854,0.12714,-4325.7768,-0.29659,-1.1165,1623290.452,1.2293,1.2968,0.91707,0.83698,-0.85752,0.18572,1.1264,0.15793,-1.9699,-0.50283,0.2404,0.010177,-188493.2648,-791525.3724,0.011464,0.012478,0.024563,0.021484,0.048974,-37620.746,-123.0145,229.1252,-100323.8281,233.2927,239.5224,130.6391,249.9197,236.0793,-388453.2909,-26183.0291,0.021392,0.028913,0.012269,-1709041.203,-58342.4406,-3670062.499,0.015587,1.0
-0.74571,-3862.8105,5.66e-20,197.564,-3206.9724,-88190.1614,-3742.2095,0.16795,-0.17546,-221979.7105,-3154.7484,0.3703,-5290.1732,-180607.8664,-125608.8378,-0.29465,-1.4700000000000001e-21,-252308.6599,96.2678,0.08234,608.8862,-7.840000000000001e-21,0.078138,0.21753,132.1427,0.74571,1.36e-19,0.43142,0.054317,0.13604,-4604.3443,-0.3703,-0.36849,1599371.346,1.2394,0.40814,0.92201,0.36379,-0.71155,0.24913,1.5916,0.16246,-1.03,-1.1348,0.29803,0.018699,-186538.1106,-783137.9621,0.015212,0.013132,0.031074,0.020717,0.042296,-37304.0165,-174.698,228.431,-99327.9594,232.5688,238.8282,130.4958,249.2254,235.3241,-384392.6889,-25977.1037,0.042195,0.025638,0.018346,-1691068.368,-57805.0001,-3631721.527,0.015531,1.0
-0.090672,-3899.9154,-1.53e-20,28.2078,-3343.2606,-110243.2021,-11969.4857,0.0329,-0.061685,-228082.4115,-9082.6271,0.073956,-4788.2828,-166296.4302,-129856.3461,-0.063127,3.06e-22,-303405.1213,58.3532,0.021131,54.4332,3e-21,0.023077,0.063994,16.574,0.095365,-1.12e-20,0.090516,0.015668,0.064387,-4236.5078,-0.073956,-1.5712,1685658.057,1.259,-0.42889,-0.99329,-0.23726,-0.56546,0.31973,2.0498,0.20983,-0.61682,0.20277,0.30194,0.017194,-248272.2981,-1036467.476,0.016515,0.016263,0.045615,0.021421,0.049101,-50402.2305,-122.0381,247.9131,-132726.7553,253.3661,258.3103,134.2719,268.7075,257.4298,-510081.1627,-35365.7363,0.039931,0.039049,0.020007,-2233450.416,-77628.266,-4787931.288,0.017923,1.0
-0.16165,-2930.8511,-3.95e-20,46.6165,-3037.0519,-114058.1987,-13395.596,0.045467,-0.044085,-236170.0434,-8589.9821,0.074445,-2886.3914,-177202.5249,-139568.9789,-0.056101,0.0,-291220.1403,19.3083,0.047253,105.3399,-6.1400000000000004e-21,0.030838,0.052298,21.8756,0.16165,2.3e-19,0.10764,0.017983,0.044081,-2578.605,-0.074445,-1.5664,1610630.489,1.2078,-0.10907,-0.51464,-0.026238,-0.6347,0.25396,2.635,0.19556,-1.3237,0.048393,0.29093,0.021175,-253071.7187,-1056112.884,0.021415,0.020007,0.045661,0.020183,0.045037,-51444.1388,-120.4658,249.3105,-135346.3498,254.8597,259.7077,134.5253,270.105,259.0159,-519850.5981,-36117.7229,0.047871,0.041968,0.020953,-2275475.545,-79191.8411,-4877449.741,0.019866,1.0
-0.23567,-3388.8249,-6.92e-21,108.5079,-2936.5073,-95114.1928,-13169.673,0.068458,-0.06264,-216543.0103,-9151.184,0.13963,-4528.5563,-151013.5356,-114769.1752,-0.10248,-6.879999999999999e-23,-275746.9738,86.085,0.059265,142.5145,-1.7e-21,0.051328,0.11472,65.7931,0.23567,-6.67e-20,0.18868,0.034422,0.06543,-3715.2397,-0.13963,-2.2186,1306840.961,1.217,-0.65155,-0.94052,-0.33794,-0.73331,0.3023,1.5651,0.21421,-1.5655,-0.71588,0.27008,0.018022,-255997.9227,-1067891.919,0.022162,0.020284,0.051479,0.018945,0.041688,-52087.0142,-105.427,250.1414,-136935.3804,255.7545,260.5387,134.6749,270.9361,259.9747,-525752.8212,-36584.3213,0.040708,0.047591,0.01599,-2300670.755,-80141.9842,-4931113.241,0.023044,1.0
-1.1184,-3487.5643,-6.14e-20,1192.6313,-2959.4535,-69574.4991,-4134.7238,0.4798,-0.29301,-199524.058,-11057.2933,0.66931,-4491.4534,-166847.1967,-101869.3306,-0.48919,-7.220000000000001e-21,-200979.6825,42.7546,0.25611,554.5078,4.11e-20,0.2753,0.46527,645.659,1.1351,-2.21e-19,0.92808,0.14952,0.28903,-3904.2972,-0.70277,2.1169,1650667.625,1.2527,-1.4203,0.092072,1.4502,-0.38321,0.28855,-0.44729,0.13662,-2.2937,-2.7488,0.26038,0.016271,-218095.0327,-913276.1765,0.015968,0.016537,0.035391,0.016752,0.036762,-43868.7749,-120.7733,238.8053,-116305.8068,243.6194,249.2025,132.5657,259.5998,247.0516,-448781.8133,-30654.9882,0.036289,0.038388,0.023943,-1969809.811,-67810.9689,-4226133.72,0.013419,1.0
-1.1765,-3537.0701,-2.05e-20,1443.7527,-2842.7066,-66651.793,-4824.6341,0.56289,-0.3671,-198043.5529,-10578.1317,0.82836,-4505.8588,-173557.412,-103998.9956,-0.51412,-9.54e-21,-202727.5854,3.3989,0.30247,521.2917,1.0600000000000001e-21,0.341,0.65782,816.1093,1.1965,9.480000000000001e-21,1.0873,0.17418,0.53794,-3931.2854,-0.81915,1.9484,1466124.527,1.286,-1.4095,-0.1277,1.4671,-0.10383,0.24812,-0.54052,0.13114,-3.1747,-2.6333,0.22643,0.015244,-219412.4398,-918738.801,0.017552,0.0234,0.038405,0.016434,0.033792,-44119.2119,-130.2843,239.2235,-117010.3351,244.0667,249.6207,132.6461,260.018,247.5213,-451497.4094,-30824.1493,0.033965,0.054164,0.025998,-1981504.65,-68210.4812,-4251063.379,0.014442,1.0
-1.0709,-3262.7771,-3.54e-20,837.6111,-2639.9176,-62475.5398,-3288.044,0.31797,-0.26157,-225291.9773,-10127.6125,0.59953,-4154.8887,-189964.05,-106101.0634,-0.4925,3.52e-21,-225314.8182,6.0579,0.10771,766.1739,-2.2e-21,0.21352,0.49847,809.0883,1.0793,-3.5e-19,0.80951,0.1741,0.26899,-3608.3039,-0.58706,3.0195,1650260.08,1.301,-1.7178,0.30234,1.225,-0.33434,0.27836,0.35469,0.13303,-2.385,-2.4965,0.24785,0.015611,-215374.4994,-901097.1077,0.020661,0.015583,0.045636,0.017665,0.041157,-43510.8633,-95.684,237.87,-114994.5152,242.6748,248.2673,132.3846,258.665,246.0791,-443064.8728,-30440.034,0.03897,0.036481,0.022376,-1943733.82,-67149.5843,-4170540.714,0.018347,1.0
-1.4025,-2789.163,2.63e-20,877.1287,-2331.4294,-62815.6335,-5291.5642,0.37889,-0.38537,-184938.4235,-1819.1301,0.92496,-4326.4245,-181133.4063,-103666.2604,-0.73174,-7.460000000000001e-21,-216082.5036,3.214,0.18284,271.3435,-6.08e-21,0.24957,0.66101,902.1494,1.3724,-2.43e-19,1.1482,0.20147,0.38263,-3487.2645,-0.95893,1.5809,1485545.647,1.253,-1.8402,0.7147,2.1265,-0.43585,0.21603,0.60501,0.16509,-1.9943,-0.099108,0.23703,0.013326,-161132.0525,-678963.6414,0.017355,0.017767,0.035311,0.016093,0.035486,-31860.8166,-82.8512,219.4541,-85541.6617,222.9359,229.8517,128.5751,240.2533,225.0925,-332540.2821,-22084.2388,0.02691,0.040594,0.024865,-1467730.636,-49585.3712,-3155018.67,0.015597,1.0
-1.2648,-3383.2156,1.01e-19,849.8159,-2795.0177,-66549.4583,-6460.535,0.33944,-0.3444,-210974.2061,-2681.5689,0.87591,-4454.8834,-201995.1469,-112799.3161,-0.66727,-4.4e-21,-238211.0341,5.2998,0.17554,276.5501,-9.16e-21,0.22461,0.66964,787.493,1.3271,4.47e-20,1.1258,0.17236,0.34234,-3956.2735,-0.9147,1.6914,2017335.255,1.2527,-1.8844,0.45416,1.9108,-0.61345,0.24264,0.79078,0.16543,-2.5354,-0.59973,0.19834,0.014133,-175023.5947,-736312.943,0.014865,0.017178,0.032551,0.012264,0.025149,-34718.6814,-124.9222,224.4778,-93004.9095,228.3275,234.8751,129.6666,245.2723,230.7852,-361075.0321,-24092.0145,0.030946,0.036005,0.019595,-1590706.757,-53974.169,-3417575.526,0.01655,1.0
-1.3554,-3191.6511,2.19e-20,1048.1997,-2919.7352,-57936.1462,-6491.9745,0.47305,-0.3763,-170099.5175,-3333.299,0.85713,-4190.3215,-168620.8773,-95021.1546,-0.67821,-9.64e-22,-192926.0956,8.384,0.2876,152.6858,1.91e-20,0.26529,0.66526,914.3403,1.4794,5.46e-20,1.1708,0.19604,0.41256,-3500.2438,-0.93366,0.63258,1670929.584,1.2287,-1.713,0.95835,1.8862,-0.6922,0.24591,-0.05265,0.17895,-1.9073,-0.91766,0.28748,0.020239,-178743.8107,-751612.1896,0.018757,0.021133,0.034112,0.019006,0.046395,-35511.1306,-102.2926,225.7789,-95025.4246,229.7069,236.1762,129.9429,246.5739,232.2631,-368600.6513,-24665.2853,0.038458,0.048728,0.017501,-1623502.009,-55176.2829,-3487554.136,0.015441,1.0
-0.33254,-3969.2323,-1.19e-21,221.221,-3287.7317,-73523.3641,-4754.8064,0.12054,-0.24878,-255808.7528,-10043.2809,0.29122,-5277.802,-167910.7411,-106305.7492,-0.2872,1.45e-22,-313626.3253,63.8813,0.13504,88.0075,-3.56e-21,0.086949,0.31891,252.4365,0.33254,-1.74e-20,0.37573,0.081698,0.20303,-4525.8733,-0.29122,-1.8116,1553581.909,1.491,-2.34,-1.4841,0.64768,-0.68209,0.22327,-0.44224,0.17934,-0.038336,-1.9829,0.20686,0.012742,-271562.9004,-1132238.828,0.013924,0.017787,0.028021,0.014095,0.027461,-55252.4971,-185.9326,254.5959,-145269.68,260.4805,264.9931,135.4649,275.3903,264.977,-557526.4555,-38827.0853,0.024298,0.039408,0.015465,-2438280.91,-85017.0988,-5224168.287,0.01467,1.0
-0.40035,-3865.254,-2.19e-20,269.234,-3297.0435,-73926.8028,-4327.081,0.12616,-0.21429,-265244.001,-9767.7508,0.41531,-5330.7894,-174216.4892,-108790.5792,-0.34327,-6.12e-23,-310938.9315,14.6404,0.11491,131.3087,2.6e-20,0.1024,0.36052,274.3548,0.40035,1.21e-20,0.42786,0.089579,0.22833,-4646.5971,-0.41531,-2.6561,1864513.691,1.3192,-2.2366,-0.90572,-0.098563,-0.6274,0.16746,-2.3871,0.15666,-0.12277,-1.3121,0.16788,0.013839,-273692.7665,-1141138.043,0.010607,0.014647,0.022228,0.012457,0.023829,-55657.5651,-143.4393,255.2013,-146389.7874,261.1174,265.5985,135.5706,275.9957,265.6494,-561883.6993,-39108.5552,0.03012,0.027518,0.016971,-2457308.769,-85656.9246,-5264682.695,0.013749,1.0
-0.44109,-4017.2557,6.480000000000001e-21,361.3167,-3339.7203,-71785.2935,-4497.2479,0.15494,-0.22063,-259253.4024,-10089.9619,0.45655,-5617.2327,-171780.679,-106361.5755,-0.37043,0.0,-313581.4903,18.6407,0.15415,122.8523,3.9200000000000006e-21,0.12062,0.37462,329.1336,0.44109,6.0700000000000005e-21,0.48728,0.099214,0.22326,-4919.0453,-0.45655,-1.8326,1527601.202,1.4808,-2.1366,-0.78019,0.26234,-0.13034,0.29615,0.99003,0.17925,-1.1917,-2.42,0.51178,0.01263,-267973.1648,-1117643.661,0.018092,0.018147,0.035124,0.016077,0.033118,-54475.0875,-160.7054,253.5983,-143313.3043,259.411,263.9955,135.2897,274.3927,263.838,-550243.929,-38267.3038,0.025303,0.044287,0.016645,-2407072.333,-83848.7897,-5157714.638,0.014911,1.0
-0.54853,-1947.9408,-3.21e-20,263.3412,-1595.8579,-75300.7061,-226.9369,0.10874,-0.20695,-215823.0744,-1407.9729,0.36357,-2347.5317,-188640.3771,-115435.3611,-0.35738,3.4300000000000004e-21,-232755.2918,2.7863,0.011018,437.3763,6.99e-20,0.091456,0.31208,339.0509,0.52462,-5.97e-19,0.46309,0.094846,0.22015,-2087.6801,-0.37379,0.61566,1384356.074,1.321,-1.1159,-0.19991,-0.53946,-0.50219,0.17046,-0.47292,0.13672,-1.2211,-0.29104,0.14062,0.0098618,-214730.337,-903062.2091,0.010487,0.0089788,0.023545,0.011187,0.021269,-42558.667,-59.2639,238.0555,-114113.291,242.7255,248.4534,132.4137,258.8512,245.9447,-443031.6391,-29571.8244,0.01925,0.021245,0.014542,-1947933.157,-66171.8362,-4179484.23,0.008728,1.0
-0.42444,-2282.6961,-2.87e-20,118.7965,-1896.4766,-82524.0915,-643.4142,0.075545,-0.10193,-235485.1948,-877.9779,0.17054,-3199.4762,-203667.8908,-124700.8178,-0.16642,1.4700000000000001e-21,-257055.5362,3.7505,0.005521,477.968,-1.0100000000000002e-21,0.055507,0.16528,171.5676,0.42105,4.97e-19,0.24078,0.061092,0.10151,-2733.1991,-0.18285,0.17786,1564304.184,1.322,-0.59312,-0.36522,-0.74431,-0.24428,0.20139,-0.27045,0.14897,-1.705,-0.02902,0.24143,0.010493,-216277.7933,-904793.2656,0.014981,0.017484,0.031189,0.015633,0.034511,-43774.7753,-113.8188,238.1558,-115528.9564,242.9681,248.5531,132.44,258.9503,246.403,-444832.8338,-30653.2118,0.025034,0.04001,0.020936,-1951647.791,-67509.9847,-4187418.347,0.012961,1.0
-0.57881,-2397.6831,-7.31e-22,146.3181,-1964.7575,-77334.135,-735.4323,0.088782,-0.17195,-231250.3221,-1089.9171,0.29562,-3228.2812,-195742.6527,-118372.0144,-0.26283,-5.930000000000001e-21,-250615.2261,9.5221,0.0082219,472.9142,1.0600000000000001e-21,0.065076,0.28274,226.8433,0.57335,2.43e-19,0.45154,0.073123,0.167,-2761.0494,-0.30149,0.64124,1454821.465,1.3507,-1.2048,-0.26427,-0.63723,-0.37092,0.15247,-0.99061,0.14973,-1.3438,-0.31346,0.16482,0.0071742,-217980.1107,-913241.1166,0.01136,0.010192,0.022976,0.010006,0.020083,-43726.3586,-97.0162,238.8035,-116168.84,243.5979,249.2008,132.5651,259.5983,247.0117,-448645.5609,-30525.8363,0.015742,0.021766,0.016416,-1969734.336,-67664.9585,-4225970.461,0.0079988,1.0
-0.72745,-3108.9313,-9.860000000000001e-21,1854.9455,-2695.7747,-56190.9662,-18632.4765,0.40069,-0.54101,-177568.3337,-11620.309,0.84315,-4809.0704,-109361.028,-70837.5787,-0.63965,-7.650000000000001e-21,-241905.9886,6.9746,0.23508,132.0239,8.81e-22,0.42435,0.6626,1263.3071,0.71748,3.34e-20,0.917,0.2531,0.54817,-3870.5903,-0.8281,-0.89341,1651498.722,1.3761,-4.8415,-0.12465,-0.70452,-0.37972,0.22504,-1.1256,0.14826,-1.1931,-1.8208,0.20648,0.011042,-265137.5689,-1105883.588,0.011583,0.011527,0.025422,0.013469,0.032216,-53899.5257,-165.6036,252.7884,-141796.9761,258.5544,263.1856,135.1469,273.5829,262.9314,-544454.2163,-37857.6651,0.026097,0.024419,0.013723,-2381924.26,-82963.653,-5104162.6,0.011333,0.0
-0.53363,-2925.7462,-3.51e-20,1880.3976,-2526.5034,-57364.3277,-17760.8654,0.43421,-0.50211,-173092.841,-11325.7548,0.92601,-4741.6669,-114591.1694,-76151.3163,-0.71498,-7.95e-21,-208804.9206,25.2181,0.24471,149.8318,1.99e-20,0.44831,0.70111,1353.5473,0.52391,-4.93e-20,0.88118,0.27602,0.48229,-3742.3431,-0.89557,-1.1991,1047494.405,1.4084,-4.6319,0.156,-0.20012,-0.83088,0.23774,-1.0357,0.15606,-1.2598,-1.3851,0.31084,0.011327,-263618.7322,-1099363.251,0.013141,0.010688,0.03077,0.016181,0.034841,-53652.5678,-123.7564,252.3378,-141022.6623,258.0847,262.735,135.067,273.1323,262.4443,-541290.7529,-37698.0174,0.024002,0.024078,0.016833,-2367980.243,-82547.1919,-5074467.721,0.012844,0.0
-0.50199,-2750.1179,-6.72e-20,1859.7694,-2245.3996,-62602.9045,-19049.2065,0.39258,-0.40527,-192135.8821,-12079.8306,0.81029,-4799.9322,-117988.3333,-78744.5386,-0.60297,-1.03e-20,-235775.4147,4.3942,0.24617,116.1128,8.63e-21,0.42315,0.5783,1257.4538,0.49739,2.43e-19,0.80115,0.24744,0.39866,-3604.4838,-0.83944,-0.59823,1753271.053,1.3609,-4.916,-0.17631,-0.038286,-0.8152,0.16763,-1.4751,0.13937,-1.203,-1.7786,0.17208,0.011221,-265933.7478,-1109305.942,0.01135,0.012664,0.023405,0.012085,0.023389,-54020.6939,-164.3599,253.0244,-142199.7169,258.8008,263.4216,135.1886,273.8188,263.1863,-546118.0427,-37933.2881,0.021201,0.023464,0.013247,-2389242.873,-83176.9549,-5119747.596,0.010027,0.0
-0.19031,-1504.8529,1.28e-20,388.5039,-1180.3386,-56885.1088,-10037.0378,0.076691,-0.49234,-187100.5705,-5732.803,0.35315,-2101.8759,-112518.8417,-72863.7376,-0.44484,-9.18e-22,-244862.3781,3.5585,0.028135,221.6438,4.4e-22,0.117,0.38141,451.6959,0.18621,1.16e-18,0.2393,0.1202,0.45862,-1754.2363,-0.37867,3.3116,1394776.728,1.2723,-2.3347,-0.16174,-1.6616,2.0753,0.34917,0.12871,0.13561,-1.8287,-0.95576,0.40718,0.024078,-186700.8948,-783472.2841,0.030813,0.030867,0.060617,0.029084,0.059286,-37426.384,-111.8069,228.461,-99476.8436,232.6228,238.8582,130.5015,249.2556,235.3894,-384682.2073,-26081.0149,0.047542,0.063021,0.037342,-1691784.557,-57937.9684,-3633246.996,0.025925,1.0
